,Datetime,Open,High,Low,Close,Adj Close,Volume
0,2021-12-21 05:30:00,46886.078125,46886.078125,46886.078125,46886.078125,46886.078125,0
1,2021-12-21 05:31:00,46927.49609375,46927.49609375,46927.49609375,46927.49609375,46927.49609375,0
2,2021-12-21 05:32:00,46924.4765625,46924.4765625,46924.4765625,46924.4765625,46924.4765625,0
3,2021-12-21 05:33:00,46947.66796875,46947.66796875,46947.66796875,46947.66796875,46947.66796875,0
4,2021-12-21 05:34:00,46985.2421875,46985.2421875,46985.2421875,46985.2421875,46985.2421875,0
5,2021-12-21 05:35:00,46999.515625,46999.515625,46999.515625,46999.515625,46999.515625,16809984
6,2021-12-21 05:36:00,46965.75,46965.75,46965.75,46965.75,46965.75,0
7,2021-12-21 05:37:00,46986.203125,46986.203125,46986.203125,46986.203125,46986.203125,0
8,2021-12-21 05:38:00,46976.1875,46976.1875,46976.1875,46976.1875,46976.1875,18305024
9,2021-12-21 05:39:00,46962.421875,46962.421875,46962.421875,46962.421875,46962.421875,0
10,2021-12-21 05:40:00,47015.83984375,47015.83984375,47015.83984375,47015.83984375,47015.83984375,0
11,2021-12-21 05:41:00,46974.55078125,46974.55078125,46974.55078125,46974.55078125,46974.55078125,0
12,2021-12-21 05:42:00,47010.30859375,47010.30859375,47010.30859375,47010.30859375,47010.30859375,5627904
13,2021-12-21 05:43:00,46932.08203125,46932.08203125,46932.08203125,46932.08203125,46932.08203125,0
14,2021-12-21 05:44:00,46949.59375,46949.59375,46949.59375,46949.59375,46949.59375,0
15,2021-12-21 05:45:00,46960.265625,46960.265625,46960.265625,46960.265625,46960.265625,0
16,2021-12-21 05:46:00,46964.52734375,46964.52734375,46964.52734375,46964.52734375,46964.52734375,0
17,2021-12-21 05:47:00,46937.4609375,46937.4609375,46937.4609375,46937.4609375,46937.4609375,0
18,2021-12-21 05:48:00,46935.54296875,46935.54296875,46935.54296875,46935.54296875,46935.54296875,0
19,2021-12-21 05:49:00,46983.79296875,46983.79296875,46983.79296875,46983.79296875,46983.79296875,0
20,2021-12-21 05:50:00,46982.73046875,46982.73046875,46982.73046875,46982.73046875,46982.73046875,7014400
21,2021-12-21 05:51:00,46956.2265625,46956.2265625,46956.2265625,46956.2265625,46956.2265625,0
22,2021-12-21 05:53:00,47025.03125,47025.03125,47025.03125,47025.03125,47025.03125,0
23,2021-12-21 05:54:00,47049.53515625,47049.53515625,47049.53515625,47049.53515625,47049.53515625,8366080
24,2021-12-21 05:55:00,47032.1953125,47032.1953125,47032.1953125,47032.1953125,47032.1953125,0
25,2021-12-21 05:56:00,47065.375,47065.375,47065.375,47065.375,47065.375,0
26,2021-12-21 05:57:00,47071.20703125,47071.20703125,47071.20703125,47071.20703125,47071.20703125,9263104
27,2021-12-21 05:58:00,47073.203125,47073.203125,47073.203125,47073.203125,47073.203125,8865792
28,2021-12-21 05:59:00,47071.08203125,47071.08203125,47071.08203125,47071.08203125,47071.08203125,0
29,2021-12-21 06:00:00,47081.49609375,47081.49609375,47081.49609375,47081.49609375,47081.49609375,268288
30,2021-12-21 06:01:00,47069.14453125,47069.14453125,47069.14453125,47069.14453125,47069.14453125,0
31,2021-12-21 06:02:00,46984.9375,46984.9375,46984.9375,46984.9375,46984.9375,0
32,2021-12-21 06:03:00,46972.0234375,46972.0234375,46972.0234375,46972.0234375,46972.0234375,0
33,2021-12-21 06:04:00,46895.00390625,46895.00390625,46895.00390625,46895.00390625,46895.00390625,0
34,2021-12-21 06:05:00,46911.42578125,46911.42578125,46911.42578125,46911.42578125,46911.42578125,0
35,2021-12-21 06:06:00,46872.359375,46872.359375,46872.359375,46872.359375,46872.359375,0
36,2021-12-21 06:07:00,46899.1796875,46899.1796875,46899.1796875,46899.1796875,46899.1796875,0
37,2021-12-21 06:08:00,46889.59375,46889.59375,46889.59375,46889.59375,46889.59375,0
38,2021-12-21 06:09:00,46888.578125,46888.578125,46888.578125,46888.578125,46888.578125,2807808
39,2021-12-21 06:10:00,46879.91796875,46879.91796875,46879.91796875,46879.91796875,46879.91796875,0
40,2021-12-21 06:11:00,46876.26171875,46876.26171875,46876.26171875,46876.26171875,46876.26171875,0
41,2021-12-21 06:12:00,46863.359375,46863.359375,46863.359375,46863.359375,46863.359375,0
42,2021-12-21 06:13:00,46881.05078125,46881.05078125,46881.05078125,46881.05078125,46881.05078125,3397632
43,2021-12-21 06:14:00,46878.87890625,46878.87890625,46878.87890625,46878.87890625,46878.87890625,2957312
44,2021-12-21 06:15:00,46866.421875,46866.421875,46866.421875,46866.421875,46866.421875,1107968
45,2021-12-21 06:16:00,46905.66796875,46905.66796875,46905.66796875,46905.66796875,46905.66796875,0
46,2021-12-21 06:17:00,46895.34375,46895.34375,46895.34375,46895.34375,46895.34375,4931584
47,2021-12-21 06:18:00,46896.546875,46896.546875,46896.546875,46896.546875,46896.546875,0
48,2021-12-21 06:19:00,46912.88671875,46912.88671875,46912.88671875,46912.88671875,46912.88671875,8161280
49,2021-12-21 06:20:00,46917.52734375,46917.52734375,46917.52734375,46917.52734375,46917.52734375,5974016
50,2021-12-21 06:21:00,46891.19140625,46891.19140625,46891.19140625,46891.19140625,46891.19140625,0
51,2021-12-21 06:23:00,46842.39453125,46842.39453125,46842.39453125,46842.39453125,46842.39453125,0
52,2021-12-21 06:24:00,46832.5,46832.5,46832.5,46832.5,46832.5,2275328
53,2021-12-21 06:25:00,46820.5,46820.5,46820.5,46820.5,46820.5,0
54,2021-12-21 06:26:00,46818.44921875,46818.44921875,46818.44921875,46818.44921875,46818.44921875,0
55,2021-12-21 06:27:00,46813.69140625,46813.69140625,46813.69140625,46813.69140625,46813.69140625,530432
56,2021-12-21 06:28:00,46806.6875,46806.6875,46806.6875,46806.6875,46806.6875,0
57,2021-12-21 06:29:00,46820.8203125,46820.8203125,46820.8203125,46820.8203125,46820.8203125,0
58,2021-12-21 06:30:00,46853.6015625,46853.6015625,46853.6015625,46853.6015625,46853.6015625,13625344
59,2021-12-21 06:31:00,46894.44921875,46894.44921875,46894.44921875,46894.44921875,46894.44921875,0
60,2021-12-21 06:32:00,46797.359375,46797.359375,46797.359375,46797.359375,46797.359375,0
61,2021-12-21 06:33:00,46788.9296875,46788.9296875,46788.9296875,46788.9296875,46788.9296875,0
