,Datetime,Open,High,Low,Close,Adj Close,Volume
36,2021-12-21 23:00:00,2875.570068359375,2875.570068359375,2874.030029296875,2874.860107421875,2874.860107421875,5726
37,2021-12-21 23:05:00,2873.25,2876.56005859375,2873.0400390625,2875.72998046875,2875.72998046875,6337
38,2021-12-21 23:10:00,2875.9599609375,2879.0,2875.510009765625,2879.0,2879.0,13067
39,2021-12-21 23:15:00,2880.550048828125,2882.699951171875,2879.800048828125,2881.35009765625,2881.35009765625,9649
40,2021-12-21 23:20:00,2881.0,2883.25,2880.61083984375,2882.409912109375,2882.409912109375,10356
41,2021-12-21 23:25:00,2883.47998046875,2885.93994140625,2883.330078125,2885.52001953125,2885.52001953125,8204
42,2021-12-21 23:30:00,2886.0810546875,2887.639892578125,2882.77001953125,2883.159912109375,2883.159912109375,11774
43,2021-12-21 23:35:00,2883.820068359375,2884.330078125,2881.60009765625,2882.405029296875,2882.405029296875,9210
44,2021-12-21 23:40:00,2881.179931640625,2881.179931640625,2880.0,2880.010009765625,2880.010009765625,8046
45,2021-12-21 23:45:00,2880.300048828125,2882.419921875,2880.300048828125,2882.419921875,2882.419921875,3690
46,2021-12-21 23:50:00,2883.02001953125,2888.0,2883.02001953125,2887.955078125,2887.955078125,6854
47,2021-12-21 23:55:00,2888.110107421875,2888.110107421875,2884.72998046875,2885.06494140625,2885.06494140625,12160
48,2021-12-22 00:00:00,2886.5400390625,2886.5400390625,2881.010009765625,2883.0,2883.0,20516
49,2021-12-22 00:05:00,2883.8798828125,2884.35009765625,2882.830078125,2883.827392578125,2883.827392578125,9243
50,2021-12-22 00:10:00,2883.60009765625,2888.544921875,2883.322998046875,2888.544921875,2888.544921875,7038
51,2021-12-22 00:15:00,2887.97998046875,2888.419921875,2885.0,2885.5,2885.5,22730
52,2021-12-22 00:20:00,2884.85009765625,2884.85009765625,2881.449462890625,2883.574951171875,2883.574951171875,7327
53,2021-12-22 00:25:00,2883.969970703125,2884.8701171875,2882.8798828125,2884.27001953125,2884.27001953125,16461
54,2021-12-22 00:30:00,2884.85009765625,2889.239990234375,2884.39990234375,2889.199951171875,2889.199951171875,13345
55,2021-12-22 00:35:00,2889.39990234375,2890.389892578125,2888.0,2888.219970703125,2888.219970703125,8787
56,2021-12-22 00:40:00,2888.179931640625,2889.43994140625,2887.75,2888.35009765625,2888.35009765625,7306
57,2021-12-22 00:45:00,2888.81005859375,2888.81005859375,2886.8798828125,2888.760009765625,2888.760009765625,5754
58,2021-12-22 00:50:00,2888.760009765625,2889.269287109375,2887.139892578125,2887.139892578125,2887.139892578125,4810
59,2021-12-22 00:55:00,2885.529296875,2890.110107421875,2885.529296875,2888.780029296875,2888.780029296875,6730
60,2021-12-22 01:00:00,2889.199951171875,2891.570068359375,2889.014892578125,2889.219970703125,2889.219970703125,8179
61,2021-12-22 01:05:23,2889.010009765625,2889.010009765625,2889.010009765625,2889.010009765625,2889.010009765625,0
